source_app,dataset,prf_source,implant_id,electrode_index,x_deg,y_deg,polar_deg,ecc_deg
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,45,-0.243457,-5.617110,182.481766,5.622384
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,46,-0.243457,-5.617110,182.481766,5.622384
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,47,-0.080269,-5.701483,180.806595,5.702048
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,48,-0.080269,-5.701483,180.806595,5.702048
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,49,-0.208998,-5.824942,182.054886,5.828691
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,50,-0.738517,-5.153916,188.154541,5.206559
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,51,-0.574454,-5.289568,186.198105,5.320670
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,52,-0.574454,-5.289568,186.198105,5.320670
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,53,-0.418102,-5.468953,184.371765,5.484912
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,54,-0.418102,-5.468953,184.371765,5.484912
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,55,-0.243457,-5.617110,182.481766,5.622384
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,56,-0.243457,-5.617110,182.481766,5.622384
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,57,-0.080269,-5.701483,180.806595,5.702048
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,58,-0.080269,-5.701483,180.806595,5.702048
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,59,-0.208998,-5.824942,182.054886,5.828691
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,61,-0.554845,-4.908074,186.449753,4.939337
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,62,-0.554845,-4.908074,186.449753,4.939337
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,63,-0.410828,-5.045702,184.654831,5.062399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,64,-0.410828,-5.045702,184.654831,5.062399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,65,-0.266195,-5.140258,182.964493,5.147146
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,66,-0.266195,-5.140258,182.964493,5.147146
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,67,-0.115910,-5.213020,181.273743,5.214309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,68,-0.115910,-5.213020,181.273743,5.214309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,69,-0.114569,-5.330168,181.231354,5.331399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,72,-0.554845,-4.908074,186.449753,4.939337
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,73,-0.410828,-5.045702,184.654831,5.062399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,74,-0.410828,-5.045702,184.654831,5.062399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,75,-0.266195,-5.140258,182.964493,5.147146
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,76,-0.266195,-5.140258,182.964493,5.147146
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,77,-0.115910,-5.213020,181.273743,5.214309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,78,-0.115910,-5.213020,181.273743,5.214309
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,79,-0.114569,-5.330168,181.231354,5.331399
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,85,-0.264736,-4.778439,183.171066,4.785767
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,86,-0.264736,-4.778439,183.171066,4.785767
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,87,-0.127945,-4.832132,181.516724,4.833826
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,88,-0.127945,-4.832132,181.516724,4.833826
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,89,-0.063461,-4.967791,180.731888,4.968196
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,95,-0.264736,-4.778439,183.171066,4.785767
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,96,-0.264736,-4.778439,183.171066,4.785767
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,97,-0.127945,-4.832132,181.516724,4.833826
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,98,-0.127945,-4.832132,181.516724,4.833826
implant_explorer,human_demo,Human Demo (fsaverage),79173c9e6c65,99,-0.063461,-4.967791,180.731888,4.968196
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,0,-1.188550,-4.082373,196.232498,4.251873
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,1,-1.188550,-4.082373,196.232498,4.251873
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,2,-0.943101,-4.302254,192.364288,4.404410
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,3,-0.943101,-4.302254,192.364288,4.404410
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,4,-0.708028,-4.468674,189.003250,4.524417
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,5,-0.505972,-4.628035,186.239227,4.655611
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,6,-0.505972,-4.628035,186.239227,4.655611
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,7,-0.318329,-4.749670,183.834305,4.760326
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,8,-0.318329,-4.749670,183.834305,4.760326
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,12,-0.868721,-4.062735,192.069611,4.154574
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,13,-0.868721,-4.062735,192.069611,4.154574
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,14,-0.678773,-4.202253,189.175507,4.256720
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,15,-0.678773,-4.202253,189.175507,4.256720
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,16,-0.515631,-4.322739,186.802292,4.353383
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,17,-0.338385,-4.440910,184.357361,4.453784
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,18,-0.338385,-4.440910,184.357361,4.453784
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,19,-0.139628,-4.514648,181.771469,4.516807
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,22,-0.868721,-4.062735,192.069611,4.154574
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,23,-0.868721,-4.062735,192.069611,4.154574
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,24,-0.678773,-4.202253,189.175507,4.256720
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,25,-0.678773,-4.202253,189.175507,4.256720
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,26,-0.515631,-4.322739,186.802292,4.353383
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,27,-0.338385,-4.440910,184.357361,4.453784
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,28,-0.338385,-4.440910,184.357361,4.453784
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,29,-0.139628,-4.514648,181.771469,4.516807
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,34,-0.657558,-3.976414,189.389725,4.030416
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,35,-0.657558,-3.976414,189.389725,4.030416
implant_explorer,human_demo,Human Demo (fsaverage),7a9225a10c3e,36,-0.495802,-4.088153,186.914932,4.118108
